ZXXCAL42,0,3,http://www.wikidata.org/prop/direct/P2044
MMF7CFTK,0,2,http://www.wikidata.org/prop/direct/P1082
4Q4PBQV2,0,1,http://www.wikidata.org/prop/direct/P1103
ZBLNVGIF,0,1,http://www.wikidata.org/prop/direct/P2043
G1LG3ACU,0,1,http://www.wikidata.org/prop/direct/P1104
5FPNTUP7,0,1,http://www.wikidata.org/prop/direct/P2044
88TJX2Z2,0,1,http://www.wikidata.org/prop/direct/P840
1YKVB098,0,1,http://www.wikidata.org/prop/direct/P58
MGUOA2P9,0,1,http://www.wikidata.org/prop/direct/P1548
2OTLS0TT,0,2,http://www.wikidata.org/prop/direct/P2043
O58AEVS1,0,1,http://www.wikidata.org/prop/direct/P2048
G09MZ7HS,0,1,http://www.wikidata.org/prop/direct/P2046
FZD3J3X4,0,1,http://www.wikidata.org/prop/direct/P2929
Q8R2FJAV,0,4,http://www.wikidata.org/prop/direct/P2261
XN55MMHD,0,1,http://www.wikidata.org/prop/direct/P1433
77VTP65G,0,1,http://www.wikidata.org/prop/direct/P2139
VPZFSZII,0,1,http://www.wikidata.org/prop/direct/P840
LG4GI8R9,0,1,http://www.wikidata.org/prop/direct/P2044
505681LT,0,1,http://www.wikidata.org/prop/direct/P2046
JUERQLBX,0,1,http://www.wikidata.org/prop/direct/P1101
CKEIVM5T,0,1,http://www.wikidata.org/prop/direct/P1082
54M2MJVD,0,1,http://www.wikidata.org/prop/direct/P1103
QFPB3CIJ,0,1,http://www.wikidata.org/prop/direct/P452
IUV3NMBJ,0,2,http://www.wikidata.org/prop/direct/P495
T6U1WH8P,0,1,http://www.wikidata.org/prop/direct/P3872
K9X49ODG,0,1,http://www.wikidata.org/prop/direct/P2043
28711TAX,0,2,http://www.wikidata.org/prop/direct/P1103
AM8ACVHV,0,1,http://www.wikidata.org/prop/direct/P17
HOC624AZ,0,2,http://www.wikidata.org/prop/direct/P2046
WMCVCDS1,0,1,http://www.wikidata.org/prop/direct/P2049
X5RLSJ1A,0,2,http://www.wikidata.org/prop/direct/P2043
LVITEW9K,0,1,http://www.wikidata.org/prop/direct/P1752
NS1OEVV4,0,1,http://www.wikidata.org/prop/direct/P2048
XN55MMHD,0,2,http://www.wikidata.org/prop/direct/P361
ZY7XCU2P,0,1,http://www.wikidata.org/prop/direct/P17
BM9FLXCQ,0,1,http://www.wikidata.org/prop/direct/P1128
77334FPD,0,1,http://www.wikidata.org/prop/direct/P1114
2OTLS0TT,0,1,http://www.wikidata.org/prop/direct/P2049
9VF5LHWV,0,1,http://www.wikidata.org/prop/direct/P159
MMF7CFTK,0,1,http://www.wikidata.org/prop/direct/P2046
8OBZCBYI,0,1,http://www.wikidata.org/prop/direct/P2044
6GQVNIXQ,0,1,http://www.wikidata.org/prop/direct/P1104
28711TAX,0,1,http://www.wikidata.org/prop/direct/P1373
U5FPDF5F,0,1,http://www.wikidata.org/prop/direct/P58
J35GOET9,0,1,http://www.wikidata.org/prop/direct/P131
RV1TFXSJ,0,2,http://www.wikidata.org/prop/direct/P361
8QS61FN0,0,1,http://www.wikidata.org/prop/direct/P2049
5JOM73CC,0,2,http://www.wikidata.org/prop/direct/P112
5FPNTUP7,0,2,http://www.wikidata.org/prop/direct/P2046
96BYQ1A8,0,1,http://www.wikidata.org/prop/direct/P1082
RV1TFXSJ,0,1,http://www.wikidata.org/prop/direct/P1433
ZX0HJRMI,0,1,http://www.wikidata.org/prop/direct/P3174
YNATE044,0,1,http://www.wikidata.org/prop/direct/P1082
HWM9GZPN,0,1,http://www.wikidata.org/prop/direct/P2044
Q8R2FJAV,0,2,http://www.wikidata.org/prop/direct/P2067
96BYQ1A8,0,2,http://www.wikidata.org/prop/direct/P1082
CKEIVM5T,0,2,http://www.wikidata.org/prop/direct/P2046
V2C61FQP,0,4,http://www.wikidata.org/prop/direct/P2261
QU7US4OD,0,1,http://www.wikidata.org/prop/direct/P2046
YE766MCV,0,1,http://www.wikidata.org/prop/direct/P1538
ZN1T79OT,0,3,http://www.wikidata.org/prop/direct/P2043
F7WU6RZQ,0,1,http://www.wikidata.org/prop/direct/P1082
412LB713,0,1,http://www.wikidata.org/prop/direct/P131
QK5U10EW,0,2,http://www.wikidata.org/prop/direct/P2046
YDLLM75Y,0,2,http://www.wikidata.org/prop/direct/P2046
QK5U10EW,0,1,http://www.wikidata.org/prop/direct/P2044
D5AI10DE,0,1,http://www.wikidata.org/prop/direct/P1103
N5WZT5ES,0,1,http://www.wikidata.org/prop/direct/P2048
