col0,col1,col2,col3,col4,col5,col6,col7
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Sanders County,9518,Lincoln County
Madison County,"National Register of Historic Places listings in Madison County, Montana",0.4,Virginia City,1865-01-01,Beaverhead County,9331,Madison County
Dawson County,"National Register of Historic Places listings in Dawson County, Montana",0.5,Glendive,1865-01-01,Richland County,6172,Dawson County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Sanders County,9518,Lincoln County
Madison County,"National Register of Historic Places listings in Madison County, Montana",0.4,Virginia City,1865-01-01,Beaverhead County,9331,Madison County
Dawson County,"National Register of Historic Places listings in Dawson County, Montana",0.5,Glendive,1865-01-01,Richland County,6172,Dawson County
Custer County,"National Register of Historic Places listings in Custer County, Montana",0.3,Miles City,1865-01-01,Powder River County,9824,Custer County
Lincoln County,National Register of Historic Places listings in Montana,1.7,Libby,1909-09-03,Sanders County,9518,Lincoln County
Madison County,"National Register of Historic Places listings in Madison County, Montana",0.4,Virginia City,1865-01-01,Beaverhead County,9331,Madison County
Custer County,"National Register of Historic Places listings in Custer County, Montana",0.3,Miles City,1865-01-01,Powder River County,9824,Custer County
