col0,col1,col2,col3,col4
Interview of Virginia Louise Brown on her service in the U.S. Army Nurse Corps during WWII,2004-01-14,hospital,University of Texas at San Antonio Libraries,English
Interview of Virginia Emrich on her experience running Red Cross recreation clubs in Australia for U.S. troops during WWII. Part 2,1983-06-11,psychology,University of Texas at San Antonio Libraries,English
Interview of Virginia Louise Brown on her service in the U.S. Army Nurse Corps during WWII,2004-01-14,United States Army,University of Texas at San Antonio Libraries,English
Interview of Virginia Emrich on her experience running Red Cross recreation clubs in Australia for U.S. troops during WWII. Part 2,1983-06-11,Manila,University of Texas at San Antonio Libraries,English
Interview of Virginia Louise Brown on her service in the U.S. Army Nurse Corps during WWII,2004-01-14,United States of America,University of Texas at San Antonio Libraries,English
Interview of retired Lieutenant Colonel Jean Schiffman on her career in the U.S. Army Nurse Corps,2004-01-14,South Korea,Jean Schiffman,English
Interview of retired Colonel Patricia Silvestre on her career in the U.S. Army Nurse Corps and service during the Vietnam War,2003-10-22,war,Patricia A. Silvestre,English
Interview of retired Colonel Mary Ruth Pullig on her long career in the U.S. Army Nurse Corps,2003-01-01,Philippines,Mary Ruth Pullig,English
"Interview of retired Lieutenant Colonel Madeline M. Ullom on her career in the U.S. Army Nurse Corps, including her service during WWII",1985-05-15,United States of America,Madeline M. Ullom,English
Interview of retired Lieutenant Colonel Jean Schiffman on her career in the U.S. Army Nurse Corps,2004-01-14,Jean Schiffman,Ruth F. Stewart,English
Interview of retired Colonel Patricia Silvestre on her career in the U.S. Army Nurse Corps and service during the Vietnam War,2003-10-22,Patricia A. Silvestre,Ruth F. Stewart,English
Interview of retired Colonel Mary Ruth Pullig on her long career in the U.S. Army Nurse Corps,2003-01-01,Mary Ruth Pullig,Ruth F. Stewart,English
