col0,col1,col2,col3
Turner Field,Atlanta Braves,baseball,Heery International
Citizens Bank Park,Comcast Spectacor,baseball,EwingCole
The Float at Marina Bay,Sport Singapore,motorsport,Defence Science and Technology Agency
BMO Harris Bank Center,SMG,American football,DLR Group
Mohegan Sun Arena at Casey Plaza,SMG,ice hockey,360 Architecture
Sprint Center,Anschutz Entertainment Group,American football,360 Architecture
Lincoln Financial Field,Philadelphia Eagles,American football,NBBJ
Pauley Pavilion,"University of California, Los Angeles",basketball,Welton Becket
KeyBank Center,Pegula Sports and Entertainment,ice hockey,Ellerbe Becket
DCU Center,SMG,American football,Ellerbe Becket
FedExForum,Memphis Grizzlies,basketball,Ellerbe Becket
Spectrum Center,Charlotte Hornets,basketball,Ellerbe Becket
Cumberland County Civic Center,Cumberland County,ice hockey,Eduardo Catalano
MassMutual Center,Comcast Spectacor,basketball,Eduardo Catalano
