col0,col1,col2,col3,col4
Orthodox Encyclopedia,Russian,2000-01-01,encyclopedia,encyclopedia
Nowe Ateny,Polish,1745-01-01,encyclopedia,encyclopedia
Riemann's Music Dictionary,German,1882-01-01,encyclopedia,encyclopedic dictionary
Small Soviet Encyclopedia,Russian,1928-01-01,encyclopedia,encyclopedia
Anarchist Encyclopedia,French,2000-01-01,written work,encyclopedia
Illustrated Encyclopedia of Aircraft,English,1985-01-01,magazine,encyclopedia
Hindi Vishwakosh,Hindi,1960-01-01,encyclopedia,reference work
Great Encyclopedia “Bulgaria”,Bulgarian,2011-01-01,encyclopedia,encyclopedia
Encyclopedia of the World civilisation,Arabic,2000-01-01,encyclopedia,encyclopedia
Global Arabic Encyclopedia,Arabic,1996-01-01,encyclopedia,encyclopedia
Arab Encyclopedia,Arabic,1998-01-01,encyclopedia,encyclopedia
New American Cyclopedia,English,1857-01-01,encyclopedia,encyclopedia
The YIVO Encyclopedia of Jews in Eastern Europe,English,2008-01-01,encyclopedia,reference work
