col0,col1,col2,col3
isopentyl methyl ketone,114.104,chemical compound,9.284
cyclohexylamine,99.104799,chemical compound,8.37
propargyl alcohol,56.026,chemical compound,10.51
mesityl oxide,98.073,chemical compound,9.08
cyclopentadiene,66.047,chemical compound,8.56
epichlorohydrin,92.003,chemical compound,10.6
tetraethyl silicate,208.113,chemical compound,9.77
nitroethane,75.032,chemical compound,10.88
ethylenediamine,60.069,chemical compound,8.6
morpholine,87.068,chemical compound,8.88
cumene,120.094,chemical compound,8.75
chlorobenzene,112.008,chemical compound,9.07
nitromethane,61.016,chemical compound,11.08
2-nitropropane,89.048,chemical compound,10.71
