col0,col1,col2,col3,col4,col5,col6,col7
Bulletin of the Korean Chemical Society,works copyrighted by learned societies,journal flipped to open access,English,South Korea,1980-01-01,Bulletin of the Korean Chemical Society,APC-funded journal
Biological Research,works copyrighted by authors,created as open access,Spanish,United Kingdom,1992-01-01,Biological Research,APC-funded journal
PLOS ONE,works copyrighted by authors,created as open access,English,United States of America,2006-01-01,PLOS ONE,APC-funded journal
Cultural Anthropology,printed matter,created as open access,English,United States of America,1986-01-01,Cultural Anthropology,society journal
Research in Learning Technology,printed matter,journal flipped to open access,English,United Kingdom,1993-01-01,Research in Learning Technology,society journal
Mens Sana Monographs,printed matter,created as open access,English,Lithuania,2003-01-01,Mens Sana Monographs,society journal
Journal of the International AIDS Society,printed matter,created as open access,English,United States of America,2004-01-01,Journal of the International AIDS Society,society journal
Indian Journal of Pathology & Microbiology,printed matter,journal flipped to open access,English,India,1958-01-01,Indian Journal of Pathology & Microbiology,society journal
Journal of Clinical Investigation,printed matter,journal flipped to open access,English,United States of America,1924-01-01,Journal of Clinical Investigation,society journal
Bulletin of the Korean Chemical Society,works copyrighted by learned societies,journal flipped to open access,English,South Korea,1980-01-01,Bulletin of the Korean Chemical Society,society journal
Biological Research,works copyrighted by authors,created as open access,Spanish,United Kingdom,1992-01-01,Biological Research,society journal
Journal of Clinical Investigation,printed matter,journal flipped to open access,English,United States of America,1924-01-01,Journal of Clinical Investigation,hybrid open access journal
Bulletin of the Korean Chemical Society,works copyrighted by learned societies,journal flipped to open access,English,South Korea,1980-01-01,Bulletin of the Korean Chemical Society,hybrid open access journal
Journal of the Iranian Chemical Society,printed matter,created as open access,English,United States of America,2004-01-01,Journal of the Iranian Chemical Society,scientific journal
