col0,col1,col2,col3,col4,col5,col6
Göttingen,Roringen,Germany,Göttingen district,116.93,Grone,UTC+01:00
Erfurt,Ermstedt,Germany,Thuringia,269.91,Flutgraben,UTC+01:00
Brandenburg an der Havel,Bohnenland,Germany,Bishopric of Brandenburg,228.8,Plauer See,UTC+01:00
Erfurt,Ermstedt,Germany,Thuringia,269.91,Gera,UTC+01:00
Göttingen,Roringen,Germany,Göttingen district,116.93,Weende,UTC+01:00
Brandenburg an der Havel,Bohnenland,Germany,Bishopric of Brandenburg,228.8,Beetzsee,UTC+01:00
Erfurt,Ermstedt,Germany,Thuringia,269.91,Nesse,UTC+01:00
Brandenburg an der Havel,Bohnenland,Germany,Bishopric of Brandenburg,228.8,Havel,UTC+01:00
Arnsberg,Neheim-Hüsten,Germany,Arnsberg Government Region,193.72,Ruhr,UTC+01:00
Erfurt,Windischholzhausen,Germany,Kreis Erfurt-Land,269.91,Gera,UTC+01:00
