col0,col1,col2,col3
2005–2006 ISU Junior Grand Prix,2005-11-27,2005 Junior Grand Prix Skate Slovakia,2005–2006 figure skating season
2006–2007 ISU Junior Grand Prix,2006-12-10,2006 Junior Grand Prix Courchevel,2006–2007 figure skating season
2006–07 ISU Grand Prix of Figure Skating,2006-12-16,2006 Skate Canada International,2006–2007 figure skating season
2007–2008 ISU Junior Grand Prix,2007-12-09,2007 Junior Grand Prix Lake Placid,2007–2008 figure skating season
2003–2004 ISU Junior Grand Prix,2003-12-14,2003 Junior Grand Prix Croatia Cup,2003-2004 one-year-period
2013–2014 ISU Junior Grand Prix,2013-12-08,2013 Junior Grand Prix Riga Cup,2013–2014 figure skating season
2012–2013 ISU Junior Grand Prix,2012-12-09,2012 Junior Grand Prix Courchevel,2012–2013 figure skating season
2011–2012 ISU Junior Grand Prix,2011-12-11,2011 Junior Grand Prix Volvo Cup,2011–2012 figure skating season
2010–2011 ISU Junior Grand Prix,2010-12-12,2010 Junior Grand Prix Courchevel,2010–2011 figure skating season
2009–2010 ISU Junior Grand Prix,2009-12-06,2009 Junior Grand Prix Budapest,2009–2010 figure skating season
