col0,col1,col2,col3,col4
Sopracornola,human settlement,UTC+01:00,Italy,9
Ortignano,frazione,UTC+01:00,Italy,18
Monticelli Terme,frazione,UTC+01:00,Italy,2.034
Marina di Ginosa,frazione,UTC+01:00,Italy,190.06
Madonnella,frazione,UTC+01:00,Italy,0.95
Consonno,frazione,UTC+01:00,Italy,0.3
Monticelli Terme,human settlement,UTC+01:00,Italy,2.034
Madonnella,human settlement,UTC+01:00,Italy,0.95
Gravedona,abolished municipality in Italy,UTC+01:00,Italy,6
Ostia,frazione,UTC+01:00,Italy,15.3603
Gravedona,frazione,UTC+01:00,Italy,6
