col0,col1,col2,col3
"Henry Colden Antill - journals, 1809, 1815",paper,1849-01-01,penal transportation
"William Bradley journal titled `A Voyage to New South Wales', 1786 - 1792",paint,1786-01-01,First Fleet
John Hunter First Fleet Journal 1787-1791,ink,1787-05-01,First Fleet
"William Bradley journal titled `A Voyage to New South Wales', 1786 - 1792",ink,1786-01-01,First Fleet
John Hunter First Fleet Journal 1787-1791,paper,1787-05-01,First Fleet
"William Bradley journal titled `A Voyage to New South Wales', 1786 - 1792",paper,1786-01-01,First Fleet
John Hunter First Fleet Journal 1787-1791,paper,1787-05-01,John Hunter
"Arthur Bowes-Smyth, illustrated journal, 1787-1789",paint,1787-01-01,Convicts in Australia
"William Bradley journal titled `A Voyage to New South Wales', 1786 - 1792",paint,1786-01-01,Convicts in Australia
John Hunter First Fleet Journal 1787-1791,ink,1787-05-01,Convicts in Australia
"Arthur Bowes-Smyth, illustrated journal, 1787-1789",ink,1787-01-01,Convicts in Australia
"William Bradley journal titled `A Voyage to New South Wales', 1786 - 1792",ink,1786-01-01,Convicts in Australia
