col0,col1,col2,col3,col4
Atlanta,486290,1845-12-29,UTC−05:00,DeKalb County
Acworth,20425,1840-01-01,UTC−05:00,Cobb County
Albany,77434,1836-01-01,UTC−05:00,Dougherty County
Athens,115452,1806-01-01,UTC−05:00,Clarke County
Lawrenceville,29837,1821-01-01,Eastern Time Zone,Georgia
Columbus,189885,1828-01-01,Eastern Time Zone,Georgia
Gainesville,33804,1818-01-01,UTC−05:00,Georgia
Acworth,20425,1840-01-01,UTC−05:00,Georgia
Albany,77434,1836-01-01,UTC−05:00,Georgia
Athens,115452,1806-01-01,UTC−05:00,Georgia
Augusta,197166,1736-01-01,UTC−05:00,Georgia
Washington,4295,1774-01-01,UTC−05:00,Georgia
Warner Robins,66588,1942-09-01,Eastern Time Zone,"Warner Robins, Georgia metropolitan area"
Covington,13347,1822-01-01,Eastern Time Zone,Newton County
