col0,col1,col2,col3
Astrolabe and Astrological Volvelle,Latin,Lewis Evans,Italy
Hispano-Moorish Astrolabe,Latin,Jack A. Billmeir,Spain
Hispano-Moorish Astrolabe,Latin,Lewis Evans,Spain
Hispano-Moorish Astrolabe,Latin,Lewis Evans,Spain
Printed Paper Astrolabe,English,Lewis Evans,England
Astrolabe,Arabic,Jack A. Billmeir,Persia
Astrolabe,Arabic,Jack A. Billmeir,Persia
Astrolabe,Arabic,Jack A. Billmeir,Persia
Astrolabe,Arabic,Jack A. Billmeir,Persia
Astrolabe,Arabic,Jack A. Billmeir,Persia
Astrolabe,Arabic,Jack A. Billmeir,Persia
Astrolabe,Arabic,Jack A. Billmeir,Persia
