col0,col1,col2,col3,col4
Piute County,1865-01-01,1,1983,United States of America
Washington County,1852-01-01,0.1,6293,United States of America
Utah County,1852-01-01,6.6,5545,United States of America
Wayne County,1892-01-01,0.2,6.388,United States of America
Grand County,1890-01-01,0.3,9568,United States of America
Rich County,1868-01-01,5.3,2813,United States of America
Morgan County,1862-01-01,0.3,1582,United States of America
Wasatch County,1862-01-01,2.5,3132,United States of America
Millard County,1852-01-01,3.7,17684,United States of America
Weber County,1852-03-03,13,1705,United States of America
Garfield County,1882-01-01,0.6,13489,United States of America
Emery County,1875-01-01,0.2,11555,United States of America
Iron County,1852-01-01,0.1,8552,United States of America
Juab County,1852-01-01,0.4,8822,United States of America
