col0,col1,col2,col3,col4,col5
Charters Towers Region,Charters Towers,2008-01-01,354,Queensland,local government area of Queensland
City of Mount Isa,Mount Isa,1914-01-01,311,Queensland,local government area of Queensland
Gympie Region,Gympie,2008-01-01,71,Queensland,local government area of Queensland
Western Downs Region,Dalby,2008-01-01,312,Queensland,local government area of Queensland
Fraser Coast Region,Hervey Bay,2008-01-01,41,Queensland,local government area of Queensland
Longreach Region,Longreach,2008-01-01,210,Queensland,local government area of Queensland
Southern Downs Region,Warwick,2008-01-01,917,Queensland,local government area of Queensland
Scenic Rim Region,Beaudesert,2008-01-01,374,Queensland,local government area of Queensland
Somerset Region,Esk,2008-01-01,287,Queensland,local government area of Queensland
Lockyer Valley Region,Gatton,2008-01-01,164,Queensland,local government area of Queensland
