col0,col1,col2,col3,col4,col5
Dungan,7 Shifting,41400,Kazakhstan,3 definitely endangered,definitely endangered language
Bashkardi,7 Shifting,7030,Iran,3 definitely endangered,definitely endangered language
Daur,7 Shifting,96085,People's Republic of China,3 definitely endangered,definitely endangered language
Erzya,5 Developing,36700,Russia,3 definitely endangered,definitely endangered language
Asturian,6b Threatened,100000,Spain,3 definitely endangered,definitely endangered language
Aromanian,4 Educational,112960,Greece,3 definitely endangered,definitely endangered language
Abaza,5 Developing,48000,Turkey,3 definitely endangered,definitely endangered language
Dane-zaa,8a Moribund,160,Canada,3 definitely endangered,definitely endangered language
Franco-Provençal,8b Nearly Extinct,227000,Italy,3 definitely endangered,definitely endangered language
Piedmontese,7 Shifting,2000000,Italy,3 definitely endangered,definitely endangered language
Mingrelian,6a Vigorous,345530,Abkhazia,3 definitely endangered,definitely endangered language
Hinuq,6b Threatened,5,Russia,3 definitely endangered,unwritten language
Judæo-Persian,7 Shifting,60000,Iran,3 definitely endangered,modern language
Juang,5 Developing,30875,India,3 definitely endangered,modern language
