col0,col1,col2,col3,col4,col5
HSC Condor 10,South Korea,Incat,high-speed craft,74,1993-01-01
HSV-2 Swift,United Arab Emirates,Incat,high-speed craft,98,2003-01-01
HSC Condor Liberation,Bahamas,Austal,trimaran,102,2015-03-27
HSC Our Lady Patricia,United Kingdom,Incat,motor ship,29.62,1986-01-01
HSC Atlantic Express,Uruguay,Incat,catamaran,74,1991-01-01
HSC Express 3,Denmark,Incat,catamaran,109,2017-01-01
Red Jet 6,United Kingdom,Wight Shipyard,catamaran,41,2016-01-01
HSC KatExpress 2,Denmark,Incat,catamaran,112,2013-01-01
HSC Our Lady Patricia,United Kingdom,Incat,catamaran,29.62,1986-01-01
Express 1,Denmark,Incat,catamaran,112,2009-01-01
Catalonia,Sweden,Incat,catamaran,92,1998-01-01
HSC Condor Rapide,Bahamas,Incat,catamaran,86.62,1997-01-01
HSC Condor 10,South Korea,Incat,catamaran,74,1993-01-01
HSV-2 Swift,United Arab Emirates,Incat,catamaran,98,2003-01-01
