col0,col1,col2,col3,col4,col5,col6
NGC 4631,9.19,1787-03-20,[CHM2007] LDC 867,William Herschel,7.35,32.5415111
NGC 1055,10.59,1783-12-18,[CHM2007] LDC 174,William Herschel,19.41,0.4431806
NGC 891,9.93,1784-10-06,[CHM2007] LDC 160,William Herschel,9.95,42.3483194
NGC 52,13.7,1784-09-18,[CHM2007] LDC 11,William Herschel,89.95,18.5819861
NGC 4244,10,1787-03-17,[CHM2007] HDC 706,William Herschel,4.31,37.8071111
NGC 4013,11.5,1788-02-06,[CHM2007] HDC 706,William Herschel,20.61,43.9470222
NGC 4565,12.43,1785-04-06,[CHM2007] HDC 706,William Herschel,13.43,25.9873917
NGC 4631,9.19,1787-03-20,[CHM2007] HDC 706,William Herschel,7.35,32.5415111
NGC 1055,10.59,1783-12-18,[CHM2007] HDC 163,William Herschel,19.41,0.4431806
NGC 891,9.93,1784-10-06,NGC 1023 Group,William Herschel,9.95,42.3483194
NGC 3628,9.48,1784-04-08,Leo Triplet,William Herschel,10.47,13.5894889
NGC 4402,11.8,1862-03-05,Virgo Cluster,Arthur Auwers,14.79,13.1127944
NGC 2613,10.42,1784-11-20,[TSK2008] 543,William Herschel,23.99,-22.9736694
NGC 5170,10.79,1785-01-01,[TSK2008] 47,William Herschel,25.59,-17.9664968847479
