col0,col1,col2,col3,col4
Kalopanagiotis,Kalopanagiotis Reservoir,34.7144,Diocese of Morphou,UTC+03:00
Ayios Dhimitrios,Krios,3.28542,Diocese of Morphou,UTC+03:00
Foinikaria,Germasogeia Reservoir,12.1337,Diocese of Limassol,UTC+03:00
Ayios Therapon,Krios,16.4019,Diocese of Limassol,UTC+03:00
"Asomatos, Limassol",Limassol Salt Lake,14.015,Diocese of Limassol,UTC+03:00
Episkopi,Mediterranean Sea,24.3755,Diocese of Limassol,UTC+03:00
"Asomatos, Limassol",Mediterranean Sea,14.015,Diocese of Limassol,UTC+03:00
Kalopanagiotis,Kalopanagiotis Reservoir,34.7144,Diocese of Morphou,UTC+02:00
Ayios Dhimitrios,Krios,3.28542,Diocese of Morphou,UTC+02:00
Foinikaria,Germasogeia Reservoir,12.1337,Diocese of Limassol,UTC+02:00
Ayios Therapon,Krios,16.4019,Diocese of Limassol,UTC+02:00
"Asomatos, Limassol",Limassol Salt Lake,14.015,Diocese of Limassol,UTC+02:00
Episkopi,Mediterranean Sea,24.3755,Diocese of Limassol,UTC+02:00
"Asomatos, Limassol",Mediterranean Sea,14.015,Diocese of Limassol,UTC+02:00
