col0,col1,col2,col3
Chiswick Bridge,185,River Thames,road bridge
Chesapeake Bay Bridge-Tunnel,28318,Chesapeake Bay,road bridge
Lafranconi Bridge,766,Danube,road bridge
Bloukrans Bridge,451,Bloukrans River,road bridge
Pierre Pflimlin Bridge,917.7,Rhine,road bridge
Beška Bridge,2250,Danube,road bridge
Pont Chauderon,250,Flon,road bridge
Plougastel Bridge,888,Élorn,road bridge
Ponte Morandi,1102,Turin–Genoa railway,cable-stayed bridge
Ada Bridge,996,Sava,cable-stayed bridge
Wadi el Kuf Bridge,477,Wādī al Kūf,cable-stayed bridge
Ponte del Risorgimento,159.1,Tiber,arch bridge
