col0,col1,col2,col3
In My Heart,United States of America,Mute Records,Moby
It's a Shame,United States of America,Motown,Stevie Wonder
Lucille,United States of America,United Artists Records,Hal Bynum
Make Believe,Brazil,CNR,Rafael Bittencourt
Ma liberté de penser,France,Universal Music Group,Pascal Obispo
Make Believe,Brazil,CNR,Andre Matos
Love the One You're With,United States of America,Atlantic Records,Stephen Stills
I Go to Rio,France,A&M Records,Peter Allen
I Love How You Love Me,United States of America,Gregmark Records,Barry Mann
I Love the Little Things,United Kingdom,Parlophone,Tony Hatch
There You'll Be,United States of America,Hollywood Records,Diane Warren
I Belong to Me,United States of America,Epic,Diane Warren
Here I Am,United States of America,Epic,Tony Arata
