col0,col1,col2,col3,col4
HOEGH Trapper,36,Oslo,Xiamen Shipbuilding Industry,20766
City of Rome,20.62,Douglas,Shin Kurushima Dockyard,2794
City Of Paris,20.6,Douglas,Shin Kurushima Dockyard,2793
Leo Leader,32.26,Panama City,Shin Kurushima Dockyard,22733
Eridanus Leader,32.25,Tokyo,Shin Kurushima Dockyard,18056
Hoegh Masan,32.23,Singapore,Tsuneishi Shipbuilding,12490
Heroic ace,32.2,Panama City,Minaminippon Shipbuilding,19879
Glovis Companion,32.26,Majuro,Mitsubishi Heavy Industries Nagasaki Shipyard & Machinery,18671
Hoegh Jeddah,32.29,Oslo,Daewoo Mangalia Heavy Industries,20407
Talia,32.26,Nassau,Stocznia Gdynia,21021
Glorious Leader,32.28,Nassau,Stocznia Gdynia,20999
