col0,col1,col2,col3,col4,col5,col6
1962 All England Badminton Championships,1962-01-01,All England Badminton Championships,1962-03-24,1962-03-21,United Kingdom,WikiProject Badminton/tournament focus list
1961 All England Badminton Championships,1961-01-01,All England Badminton Championships,1961-03-17,1961-03-14,United Kingdom,WikiProject Badminton/tournament focus list
1960 All England Badminton Championships,1960-01-01,All England Badminton Championships,1960-03-20,1960-03-16,United Kingdom,WikiProject Badminton/tournament focus list
1959 All England Badminton Championships,1959-01-01,All England Badminton Championships,1959-03-21,1959-03-18,United Kingdom,WikiProject Badminton/tournament focus list
1957 All England Badminton Championships,1957-01-01,All England Badminton Championships,1957-03-23,1957-03-20,United Kingdom,WikiProject Badminton/tournament focus list
1954 All England Badminton Championships,1954-01-01,All England Badminton Championships,1954-03-21,1954-03-17,United Kingdom,WikiProject Badminton/tournament focus list
1952 All England Badminton Championships,1952-01-01,All England Badminton Championships,1952-03-22,1952-03-19,United Kingdom,WikiProject Badminton/tournament focus list
1948 All England Badminton Championships,1948-01-01,All England Badminton Championships,1948-03-09,1948-03-04,United Kingdom,WikiProject Badminton/tournament focus list
1934 All England Badminton Championships,1934-01-01,All England Badminton Championships,1934-03-10,1934-03-06,United Kingdom,WikiProject Badminton/tournament focus list
1931 All England Badminton Championships,1931-01-01,All England Badminton Championships,1931-03-08,1931-03-03,United Kingdom,WikiProject Badminton/tournament focus list
