col0,col1,col2,col3,col4,col5,col6,col7
Deathstroke,Slade Wilson,Joe Manganiello,DC Universe,superhero film character,healing factor,Wilson,United States Army
Black Lightning,Jefferson Pierce,Blair Underwood,DC Universe,television character,electrokinesis,Pierce,Justice League
Wally West,Wallace Rudolph West,Keiynan Lonsdale,DC Universe,television character,superhuman speed,West,Legends
Black Lightning,Jefferson Pierce,Blair Underwood,DC Universe,superhero,electrokinesis,Pierce,Justice League
Deathstroke,Slade Wilson,Joe Manganiello,DC Universe,comics character,healing factor,Wilson,United States Army
Poison Ivy,Pamela Lillian Isley,Uma Thurman,DC Universe,metahuman,phytokinesis,Isley,Suicide Squad
Beast Boy,Garfield Mark Logan,Ryan Potter,DC Universe,superhero,therianthropy,Logan,Doom Patrol
Barry Allen,Bartholomew Henry Allen,Charlie Schlatter,DC Universe,superhero,healing factor,Allen,Justice League
Gypsy,Cynthia Reynolds,Jessica Camacho,DC Universe,television character,precognition,Reynolds,Justice League
Elasti-Girl,Rita Farr,April Bowlby,DC Universe,animated character,elasticity,Farr,Doom Patrol
