col0,col1,col2,col3,col4
Finmarken,cargo ship,Bergen Steamship Company,565,52.3
SS Bosnia,steamship,Navigazione Generale Italiana,2561,97.9
S/S Savonlinna,steamship,Savonlinna,169,27.86
SS Bosnia,cargo liner,Navigazione Generale Italiana,2561,97.9
SS California,steamship,Anchor Line,16792,168.55
RMS Baltic,steamship,White Star Line,23876,222.7
Atlantic Star,steamship,Pullmantur Cruises,46087,240.39
SS Czar,steamship,East Asiatic Company,6503,130
SS President,steamship,British and American Steam Navigation Company,2350,74
RMS Adriatic,steamship,White Star Line,24541,222.7
SS California,ocean liner,Anchor Line,16792,168.55
RMS Baltic,ocean liner,White Star Line,23876,222.7
