col0,col1,col2,col3,col4,col5
Fuchuan Yao Autonomous County,People's Republic of China,228,Fuyang,Hezhou,1527
Jinggu Dai and Yi Autonomous County,People's Republic of China,946,Weiyuan,Pu'er City,7550
Zhijiang Dong Autonomous County,People's Republic of China,250,Tuqiao,Huaihua,2096
Benxi Manchu Autonomous County,People's Republic of China,205,"Guanyinge Subdistrict, Benxi County",Benxi,3362
Songtao Miao Autonomous County,People's Republic of China,411,"Daxing Subdistrict, Songtao County",Tongren,2861.2
Rongshui Miao Autonomous County,People's Republic of China,115,Sirong,Liuzhou,4665
Jiangcheng Hani and Yi Autonomous County,People's Republic of China,1186,Zhengdong Zhen,Pu'er City,3476
Changbai Korean Autonomous County,People's Republic of China,730,Shi’erdaogou,Baishan,2497.6
Jingdong Yi Autonomous County,People's Republic of China,1872,Mandeng Xiang,Pu'er City,4532
Ximeng Va Autonomous County,People's Republic of China,1214,Yuesong Xiang,Pu'er City,1391
Jingdong Yi Autonomous County,People's Republic of China,1872,Dachao Shandong Zhen,Pu'er City,4532
Ximeng Va Autonomous County,People's Republic of China,1214,Lisuo Lahuzu Xiang,Pu'er City,1391
