col0,col1,col2,col3,col4,col5
"2017 Volta a Portugal, stage 10",Viseu,individual time trial,"2017 Volta a Portugal, stage 9",2017-08-15,road bicycle racing
"2018 Volta a Portugal, stage 10",Fafe,individual time trial,"2018 Volta a Portugal, stage 9",2018-08-12,road bicycle racing
"2018 Vuelta a Venezuela, stage 5",Guanare,individual time trial,"2018 Vuelta a Venezuela, stage 4",2018-07-09,road bicycle racing
"2018 Vuelta a Colombia, stage 7",Tunja,individual time trial,"2018 Vuelta a Colombia, stage 6",2018-08-12,road bicycle racing
"2016 Tour of Qinghai Lake, stage 12",Yinchuan,individual time trial,"2016 Tour of Qinghai Lake, stage 11",2016-07-29,road bicycle racing
"2018 Tour of Slovenia, stage 5",Novo Mesto,individual time trial,"2018 Tour of Slovenia, stage 4",2018-06-17,road bicycle racing
2018 Emakumeen Euskal Bira stage 2,Vitoria-Gasteiz,individual time trial,2018 Emakumeen Euskal Bira stage 1,2018-05-20,road bicycle racing
2018 Tour of California stage 4,Morgan Hill,individual time trial,2018 Tour of California stage 3,2018-05-16,road bicycle racing
2018 Tour de Suisse stage 9,Bellinzona,individual time trial,2018 Tour de Suisse stage 8,2018-06-17,road bicycle racing
"2018 Tour of the Basque Country, Stage 4",Lodosa,individual time trial,"2018 Tour of the Basque Country, Stage 3",2018-04-05,road bicycle racing
"2018 Settimana Internazionale di Coppi e Bartali, Stage 4",Fiorano Modenese,individual time trial,"2018 Settimana Internazionale di Coppi e Bartali, Stage 3",2018-03-25,road bicycle racing
2018 Vuelta del Uruguay stage 8a,Melo,individual time trial,2018 Vuelta del Uruguay stage 7,2018-03-30,road bicycle racing
"2018 Tirreno–Adriatico, Stage 7",San Benedetto del Tronto,individual time trial,"2018 Tirreno–Adriatico, Stage 6",2018-03-13,road bicycle racing
"2018 Vuelta a Andalucía, Stage 5",Barbate,individual time trial,"2018 Vuelta a Andalucía, Stage 4",2018-02-18,road bicycle racing
