col0,col1,col2,col3
Altair,-26.6,240,Summer Triangle
Theta1 Orionis B,26,240,Trapezium Cluster
Regulus,5.9,300,** STF 5006
HD 93194,25.5,330,IC 2602
HD 66194,11,250,NGC 2516
V856 Scorpii,-1.7,204,Upper Centaurus-Lupus
Theta Carinae,20,151,IC 2602
HD 147955,-7.43,165.1,Upper Scorpius
Altair,-26.6,90.8,Summer Triangle
HD 46150,31.83,71,NGC 2244
PZ Telescopii,-3.4,69,Beta Pictoris moving group
HD 46223,38.2,58,NGC 2244
HD 46150,31.83,66,NGC 2244
lam Ori A,33.5,53,Meissa
Zeta2 Aquarii,24.9,59,Zeta Aquarii
