col0,col1,col2,col3,col4
Astronomical Observations,Vatican City,Donato Creti,Pinacoteca Vaticana,painting series
Sonata of the Stars,Lithuania,Mikalojus Konstantinas Čiurlionis,M. K. Čiurlionis National Art Museum,painting series
Salisbury Cathedral from the Bishop's Grounds,United Kingdom,John Constable,London,painting series
Winter Night in the Mountains,Norway,Harald Sohlberg,"National Museum of Art, Architecture and Design",painting series
"Drie aaneengesloten friezen van een kamerbeschildering: Hercules haalt Cerberus uit de onderwereld, geflankeerd door twee stillevens",Netherlands,Jacob van Campen,Rijksmuseum,painting series
Contact Ad,United States of America,Alex Flemming,Birmingham Museum of Art,painting series
"Drie aaneengesloten friezen van een kamerbeschildering: Hercules haalt Cerberus uit de onderwereld, geflankeerd door twee stillevens",Netherlands,Jacob van Campen,Rijksmuseum,painting
Melun Diptych,Belgium,Jean Fouquet,Gemäldegalerie,painting series
The Lute Player series,Russia,Caravaggio,Nelson-Atkins Museum of Art,painting series
Madonna,Norway,Edvard Munch,Munch Museum,painting series
