col0,col1,col2,col3,col4
Ottignies-Louvain-la-Neuve,list of protected heritage sites in Ottignies-Louvain-la-Neuve,32.96,Rixensart,Belgium
Wervik,Onroerend erfgoed in Wervik,43.61,Comines,Belgium
Nivelles,list of protected heritage sites in Nivelles,60.6,Pont-à-Celles,Belgium
Wervik,Onroerend erfgoed in Wervik,43.61,Wervicq-Sud,Belgium
Nivelles,list of protected heritage sites in Nivelles,60.6,Genappe,Belgium
Ciney,list of protected heritage sites in Ciney,174.56,Rochefort,Belgium
Beauraing,list of protected heritage sites in Beauraing,174.55,Rochefort,Belgium
Nivelles,list of protected heritage sites in Nivelles,60.6,Braine-l'Alleud,Belgium
Blankenberge,Onroerend erfgoed in Blankenberge,17.41,De Haan,Belgium
Herentals,Onroerend erfgoed in Herentals,48.56,Westerlo,Belgium
Wervik,Onroerend erfgoed in Wervik,43.61,Wevelgem,Belgium
Andenne,list of protected heritage sites in Andenne,86.17,Gesves,Belgium
Soignies,list of protected heritage sites in Soignies,110.3,Jurbise,Belgium
Halen,list of protected heritage sites in Halen,36.29,Lummen,Belgium
