col0,col1,col2,col3,col4,col5,col6,col7
18 Aquilae,5.086,eclipsing binary star,-18.7,286.74417872208,50,4.67,Aquila
IT Vel,7.05,rotating ellipsoidal variable,29,124.5047732499254,340,2.3669,Vela
V2320 Oph,7.36,rotating ellipsoidal variable,-15,266.5455120413456,220,2.815,Ophiuchus
V4372 Sgr,6.772,rotating ellipsoidal variable,-14,292.1472175554445,372,2.0257,Sagittarius
48 Tauri,6.3,rotating ellipsoidal variable,41.05,63.9428517196271,68,21.339,Taurus
HD 5066,6.688,rotating ellipsoidal variable,17.2,13.2224100186876,121,4.0215,Andromeda
Sigma Lupi,4.423,rotating ellipsoidal variable,-1.5,218.1544027875,119,6.748,Lupus
V831 Centauri,4.593,rotating ellipsoidal variable,12,198.073310782,216,8.61,Centaurus
Pi Cassiopeiae,4.949,rotating ellipsoidal variable,12.9,10.8669534470021,40,18.5596,Cassiopeia
AO Cassiopeiae,6.14,rotating ellipsoidal variable,-31.1,4.429428760285,120,0.5522,Cassiopeia
35 Piscium,6.01,rotating ellipsoidal variable,2.6,3.74516871420458,66,13.3128,Pisces
