col0,col1,col2,col3
In the Pool,2002-05-15,paperback,Japanese
The introduction to Mad-Science,2004-01-01,paperback,Japanese
Hapless Child,1961-06-01,paperback,English
Random Acts of Senseless Violence,1993-01-01,paperback,English
Kamogawa Horumo,2006-04-19,paperback,Japanese
Elvissey,1993-01-01,paperback,English
The Gospel of the Flying Spaghetti Monster,2006-03-28,paperback,English
After the quake,2000-01-01,paperback,Japanese
Orientalism,1978-01-01,paperback,English
Kūchū Buranko,2004-04-25,paperback,Japanese
