col0,col1,col2,col3,col4
Jungar Banner,banner,1173,356501,People's Republic of China
Chahar Right Front Banner,banner,1335,164434,People's Republic of China
Baarin Left Banner,banner,484,327765,People's Republic of China
Uxin Banner,banner,1299,124527,People's Republic of China
Otog Front Banner,banner,1340,68282,People's Republic of China
Otog Banner,banner,1367,148844,People's Republic of China
Morin Dawa Daur Autonomous Banner,banner,228,276912,People's Republic of China
Jalaid Banner,banner,192,392346,People's Republic of China
Darhan Muminggan United Banner,banner,1372,101486,People's Republic of China
Arun Banner,banner,217,278744,People's Republic of China
Qahar Right Rear Banner,banner,1440,150174,People's Republic of China
New Barag Right Banner,banner,559,36356,People's Republic of China
