col0,col1,col2,col3,col4,col5,col6,col7
Dawes County,0.3,Oglala Lakota County,America/Denver,9088,United States of America,county of Nebraska,3628
Arthur County,0.4,Grant County,Mountain Time Zone,458,United States of America,county of Nebraska,1860
Cheyenne County,0.01,Logan County,America/Denver,10091,United States of America,county of Nebraska,3099
Banner County,0.02,Kimball County,America/Denver,759,United States of America,county of Nebraska,1933
Chase County,0.5,Perkins County,Mountain Time Zone,4000,United States of America,county of Nebraska,2325
Box Butte County,0.2,Morrill County,UTC−07:00,11305,United States of America,county of Nebraska,2792
Deuel County,0.2,Sedgwick County,America/Denver,1937,United States of America,county of Nebraska,1142
Grant County,0.9,Cherry County,Mountain Time Zone,633,United States of America,county of Nebraska,2029
Keith County,4.3,Arthur County,Mountain Time Zone,8130,United States of America,county of Nebraska,2874
Dawes County,0.3,Box Butte County,America/Denver,9088,United States of America,county of Nebraska,3628
Arthur County,0.4,Keith County,Mountain Time Zone,458,United States of America,county of Nebraska,1860
