col0,col1,col2,col3
Český ráj Protected Landscape Area,Czech Republic,92,Turnov
Moravský kras Protected Landscape Area,Czech Republic,94,Blansko
Třeboňsko Protected Landscape Area,Czech Republic,700,Třeboň
Pálava Protected Landscape Area,Czech Republic,83,Mikulov
Slavkovský les Protected Landscape Area,Czech Republic,610,Mariánské Lázně
Broumovsko Protected Landscape Area,Czech Republic,430,Police nad Metují
Žďárské vrchy Protected Landscape Area,Czech Republic,715,Žďár nad Sázavou
České středohoří Protected Landscape Area,Czech Republic,1063.17,Litoměřice
Litovelské Pomoraví Protected Landscape Area,Czech Republic,96,Litovel
Kokořínsko – Máchův kraj Protected Landscape Area,Czech Republic,271.57,Mělník
Blanský les Protected Landscape Area,Czech Republic,212.35,Český Krumlov
