col0,col1,col2,col3
1976 Tour of the Netherlands,road bicycle racing,1977 Tour of the Netherlands,Simpelveld
1961 Tour of the Netherlands,cycle sport,1963 Tour of the Netherlands,Utrecht
1958 Tour of the Netherlands,road bicycle racing,1960 Tour of the Netherlands,Amsterdam
1957 Tour of the Netherlands,road bicycle racing,1958 Tour of the Netherlands,Amsterdam
1956 Tour of the Netherlands,road bicycle racing,1957 Tour of the Netherlands,Amsterdam
1955 Tour of the Netherlands,road bicycle racing,1956 Tour of the Netherlands,Amsterdam
1954 Tour of the Netherlands,road bicycle racing,1955 Tour of the Netherlands,Amsterdam
1952 Tour of the Netherlands,road bicycle racing,1954 Tour of the Netherlands,Amsterdam
1951 Tour of the Netherlands,road bicycle racing,1952 Tour of the Netherlands,Amsterdam
1950 Tour of the Netherlands,road bicycle racing,1951 Tour of the Netherlands,Amsterdam
1949 Tour of the Netherlands,road bicycle racing,1950 Tour of the Netherlands,Amsterdam
1948 Tour of the Netherlands,road bicycle racing,1949 Tour of the Netherlands,Amsterdam
1965 Tour of the Netherlands,road bicycle racing,1975 Tour of the Netherlands,Amsterdam
1983 Tour of the Netherlands,road bicycle racing,1984 Tour of the Netherlands,Assen
1984 Tour of the Netherlands,road bicycle racing,1985 Tour of the Netherlands,Assen
