col0,col1,col2,col3,col4,col5
Iron Man,fails the Bechdel Test,BAFTA Award for Best Special Visual Effects,Marvel Cinematic Universe,2.35:1,140000000
Captain America: The Winter Soldier,passes the Bechdel Test,MTV Movie Award for Best Fight,Marvel Cinematic Universe,2.35:1,170000000
Iron Man,fails the Bechdel Test,Academy Award for Best Visual Effects,Marvel Cinematic Universe,2.35:1,140000000
Captain America: The Winter Soldier,passes the Bechdel Test,MTV Movie Award for Best Kiss,Marvel Cinematic Universe,2.35:1,170000000
Iron Man,fails the Bechdel Test,Saturn Award for Best Special Effects,Marvel Cinematic Universe,2.35:1,140000000
Captain America: The Winter Soldier,passes the Bechdel Test,Saturn Award for Best Special Effects,Marvel Cinematic Universe,2.35:1,170000000
Terminator 2: Judgment Day,passes the Bechdel Test,Academy Award for Best Cinematography,Terminator,2.35:1,102000000
Captain America: The Winter Soldier,passes the Bechdel Test,Teen Choice Award for Choice Movie: Chemistry,Marvel Cinematic Universe,2.35:1,170000000
Guardians of the Galaxy,title for Spain,Critics' Choice Movie Award for Best Actress in an Action Movie,Marvel Cinematic Universe,2.35:1,170000000
Captain America: The Winter Soldier,passes the Bechdel Test,Critics' Choice Movie Award for Best Action Movie,Marvel Cinematic Universe,2.35:1,170000000
