col0,col1,col2,col3,col4,col5,col6,col7
2015 NFL Draft,United States of America,Chicago,2015-01-01,National Football League,National Football League Draft,2016 NFL draft,American football
2014 NFL Draft,United States of America,New York City,2014-01-01,National Football League,National Football League Draft,2015 NFL Draft,American football
1969 NFL Draft,United States of America,New York City,1969-01-01,National Football League,National Football League Draft,1970 NFL Draft,American football
1936 NFL Draft,United States of America,Philadelphia,1936-01-01,National Football League,National Football League Draft,1937 NFL Draft,American football
2013 NFL Draft,United States of America,New York City,2013-01-01,National Football League,National Football League Draft,2014 NFL Draft,American football
2012 NFL Draft,United States of America,New York City,2012-01-01,National Football League,National Football League Draft,2013 NFL Draft,American football
2011 NFL Draft,United States of America,New York City,2011-01-01,National Football League,National Football League Draft,2012 NFL Draft,American football
2010 NFL Draft,United States of America,New York City,2010-01-01,National Football League,National Football League Draft,2011 NFL Draft,American football
2003 NFL Draft,United States of America,New York City,2003-01-01,National Football League,National Football League Draft,2004 NFL Draft,American football
2001 NFL Draft,United States of America,New York City,2001-01-01,National Football League,National Football League Draft,2002 NFL Draft,American football
1997 NFL Draft,United States of America,New York City,1997-01-01,National Football League,National Football League Draft,1998 NFL Draft,American football
1989 NFL Draft,United States of America,New York City,1989-01-01,National Football League,National Football League Draft,1990 NFL Draft,American football
2006 NFL Draft,United States of America,New York City,2006-01-01,National Football League,National Football League Draft,2007 NFL Draft,American football
2009 NFL Draft,United States of America,New York City,2009-01-01,National Football League,National Football League Draft,2010 NFL Draft,American football
2008 NFL Draft,United States of America,New York City,2008-01-01,National Football League,National Football League Draft,2009 NFL Draft,American football
