col0,col1,col2,col3,col4,col5,col6,col7
Washington County,United States of America,Washington County,Bristol,county of Virginia,0.9,Washington County,566
Frederick County,United States of America,Frederick County,Hardy County,county of Virginia,0.5,Frederick County,1076
Craig County,United States of America,Craig County,Alleghany County,county of Virginia,0.3,Craig County,856
Buchanan County,United States of America,Buchanan County,Mingo County,county of Virginia,0.2,Buchanan County,1305
Campbell County,United States of America,Campbell County,Charlotte County,county of Virginia,0.7,Campbell County,1314
Bath County,United States of America,Bath County,Augusta County,county of Virginia,1,Bath County,1384
Clarke County,United States of America,Clarke County,Jefferson County,county of Virginia,1.2,Clarke County,462
Franklin County,United States of America,Franklin County,Bedford County,county of Virginia,3,Franklin County,1843
Floyd County,United States of America,Floyd County,Carroll County,county of Virginia,0.2,Floyd County,987
Frederick County,United States of America,Frederick County,Winchester,county of Virginia,0.5,Frederick County,1076
Washington County,United States of America,Washington County,Smyth County,county of Virginia,0.9,Washington County,566
Mecklenburg County,United States of America,Mecklenburg County,Charlotte County,county of Virginia,7.9,Mecklenburg County,1759
Russell County,United States of America,Russell County,Smyth County,county of Virginia,0.6,Russell County,1235
Orange County,United States of America,Orange County,Louisa County,county of Virginia,0.7,Orange County,889
Giles County,United States of America,Giles County,Monroe County,county of Virginia,1.3,Giles County,933
