col0,col1,col2,col3,col4
Balon Greyjoy,homicide,Greyjoy Rebellion,Quellon Greyjoy,rebel
Kevan Lannister,homicide,Battle on the Green Fork,Tytos Lannister,rebel
Tywin Lannister,homicide,War of the Usurper,Tytos Lannister,rebel
Stannis Baratheon,capital punishment,Battle of the Blackwater,Steffon Baratheon,rebel
Robert Baratheon,accident,Greyjoy Rebellion,Steffon Baratheon,rebel
Stannis Baratheon,capital punishment,Greyjoy Rebellion,Steffon Baratheon,rebel
Robert Baratheon,accident,War of the Usurper,Steffon Baratheon,rebel
Stannis Baratheon,capital punishment,War of the Usurper,Steffon Baratheon,rebel
Jorah Mormont,homicide,War of the Usurper,Jeor Mormont,rebel
Robb Stark,homicide,War of the Five Kings,Eddard Stark,rebel
Aerys II Targaryen,homicide,War of the Usurper,Jaehaerys II Targaryen,ruler
Balon Greyjoy,homicide,Greyjoy Rebellion,Quellon Greyjoy,ruler
Stannis Baratheon,capital punishment,Battle of Castle Black,Steffon Baratheon,ruler
Renly Baratheon,homicide,War of the Five Kings,Steffon Baratheon,ruler
Stannis Baratheon,capital punishment,Battle of the Blackwater,Steffon Baratheon,ruler
