col0,col1,col2,col3
Lindau Central Station,Hergatz station,Vorarlberg S-Bahn,398
Wolfratshausen station,Icking station,Munich S-Bahn,576
Altglienicke station,Grünbergallee station,Berlin S-Bahn,44
Borgsdorf station,Birkenwerder station,Berlin S-Bahn,44
Lehnitz station,Oranienburg station,Berlin S-Bahn,40
Bernau-Friedenstal station,Zepernick station,Berlin S-Bahn,68
Berlin-Buch station,Berlin-Karow station,Berlin S-Bahn,61
Berlin-Biesdorf station,Berlin-Friedrichsfelde Ost station,Berlin S-Bahn,52
Berlin-Pankow-Heinersdorf station,Berlin-Blankenburg station,Berlin S-Bahn,49
Berlin Jannowitzbrücke station,Berlin Ostbahnhof,Berlin S-Bahn,38
Berlin-Pankow-Heinersdorf station,Berlin-Pankow station,Berlin S-Bahn,49
Berlin-Biesdorf station,Berlin Wuhletal station,Berlin S-Bahn,52
Bernau-Friedenstal station,Bernau bei Berlin station,Berlin S-Bahn,68
