col0,col1,col2,col3,col4,col5,col6
Fairy,Aberystwyth,fairy,Sussex,destruction,240,brigantine
Aeron Vale,Aberystwyth,River Aeron,New Quay,shipwrecking,201,brig
Padarn,Aberystwyth,Padarn,Aberystwyth,shipwrecking,116,brigantine
Strata Florida,Aberystwyth,Strata Florida Abbey,Aberystwyth,shipwrecking,266,barque
Prince of Wales,Aberystwyth,Prince of Wales,Neyland,shipwrecking,191,merchant vessel
Ceres,Aberystwyth,Ceres,Aberdyfi,shipwrecking,96,merchant vessel
Berlin,Aberystwyth,Berlin,New Brunswick,destruction,211,merchant vessel
Nimrod,Aberystwyth,Nimrod,New Brunswick,shipwrecking,190,merchant vessel
Morben,Aberystwyth,Morben,Aberdyfi,shipwrecking,38,merchant vessel
Aberystwyth,Aberystwyth,Aberystwyth,Gainsborough,shipwrecking,98,merchant vessel
Morben,Aberystwyth,Morben,Aberdyfi,shipwrecking,38,smack
Berlin,Aberystwyth,Berlin,New Brunswick,destruction,211,barque
