col0,col1,col2,col3,col4,col5,col6
Coyhaique National Reserve,Chile,Coyhaique Province,national reserve of Chile,1948-01-01,IUCN category IV: Habitat/Species Management Area,Coyhaique
Altos de Lircay National Reserve,Chile,Talca Province,national reserve of Chile,1996-06-11,IUCN category IV: Habitat/Species Management Area,"San Clemente, Chile"
Alto Loa National Reserve,Chile,El Loa Province,national reserve of Chile,2005-01-01,IUCN category Ia: Strict Nature Reserve,Ollagüe
Cerro Castillo National Reserve,Chile,Coyhaique Province,national reserve of Chile,1970-01-01,IUCN category IV: Habitat/Species Management Area,"Balmaceda, Chile"
Llanquihue National Reserve,Chile,Llanquihue Province,national reserve of Chile,1912-01-01,IUCN category IV: Habitat/Species Management Area,Puerto Montt
Las Chinchillas National Reserve,Chile,Limarí Province,national reserve of Chile,1983-11-30,IUCN category IV: Habitat/Species Management Area,Illapel
Alto Bío Bío National Reserve,Chile,Malleco Province,national reserve of Chile,1912-11-06,IUCN category Ia: Strict Nature Reserve,Lonquimay
Los Flamencos National Reserve,Chile,El Loa Province,national reserve of Chile,1990-10-17,IUCN category IV: Habitat/Species Management Area,San Pedro de Atacama
Las Vicuñas National Reserve,Chile,Parinacota Province,national reserve of Chile,1983-01-01,IUCN category IV: Habitat/Species Management Area,Putre
Lago Peñuelas National Reserve,Chile,Valparaíso Province,national reserve of Chile,1952-01-01,IUCN category IV: Habitat/Species Management Area,Valparaíso
Pingüino de Humboldt National Reserve,Chile,Huasco Province,national reserve of Chile,1990-01-03,IUCN category IV: Habitat/Species Management Area,Freirina
Los Huemules de Niblinto National Reserve,Chile,Ñuble Region,national reserve of Chile,1999-02-23,IUCN category IV: Habitat/Species Management Area,Coihueco
Alacalufes National Reserve,Chile,Magallanes Province,national reserve of Chile,1969-07-22,IUCN category IV: Habitat/Species Management Area,Puerto Natales
