col0,col1,col2,col3
Honda NSR500,Honda NSR series,Honda NS500,Honda
Honda CB1000R,Honda CB series,Honda CB900F,Honda
Kawasaki 400 KH,Kawasaki triple Series,Kawasaki 400 S3,Kawasaki Heavy Industries Motorcycle & Engine
Honda RC213V,Honda RC series,Honda RC212V,Honda
Kawasaki Ninja ZX-10R,Kawasaki Ninja,Kawasaki Ninja ZX-9R,Kawasaki Heavy Industries Motorcycle & Engine
Vespa T5,Vespa PX,Vespa Sprint,Vespa
Honda CMX250C,Honda CM series,Honda CM250C,Honda
Honda VFR1200F,Honda VF and VFR,Honda VFR800,Honda
Honda VTR 250,Honda VTR Series,Honda VT250,Honda
Honda CB500,Honda CB series,Honda CB450DX-K,Honda
Honda CB900F,Honda CB series,Honda CB750,Honda
