col0,col1,col2,col3,col4
American Insurance Association v. Garamendi,United States Reports,occurrence,John Garamendi,United States of America
"United States v. Paramount Pictures, Inc.",United States Reports,antitrust case,Paramount Pictures,United States of America
National Association for the Advancement of Colored People v. Alabama,United States Reports,United States Supreme Court decision,Alabama,United States of America
"United States v. Paramount Pictures, Inc.",United States Reports,United States Supreme Court decision,Paramount Pictures,United States of America
Bush v. Gore,United States Reports,United States Supreme Court decision,Al Gore,United States of America
"United States v. Paramount Pictures, Inc.",United States Reports,United States Supreme Court case,Paramount Pictures,United States of America
Bush v. Gore,United States Reports,United States Supreme Court case,Al Gore,United States of America
National Association for the Advancement of Colored People v. Alabama,United States Reports,legal case,Alabama,United States of America
"United States v. Paramount Pictures, Inc.",United States Reports,legal case,Paramount Pictures,United States of America
Bush v. Gore,United States Reports,legal case,Al Gore,United States of America
