col0,col1,col2,col3,col4,col5
Ainbal,Lebanon,3.6,Chouf District,850,village/town/city in Lebanon
"Ghosta, Lebanon",Lebanon,4.61,Keserwan District,950,village/town/city in Lebanon
Aqoura,Lebanon,140,Jbeil District,1450,village/town/city in Lebanon
Charbila,Lebanon,5.19,Akkar District,300,municipality of Lebanon
Doueir,Lebanon,10,Nabatieh District,420,village/town/city in Lebanon
Chehour,Lebanon,7.8,Tyre District,320,village/town/city in Lebanon
Bdebba,Lebanon,1.87,Koura District,290,village/town/city in Lebanon
"Bakka, Lebanon",Lebanon,6.12,Beirut,1480,village/town/city in Lebanon
Ain Aata,Lebanon,58.02,Beirut,1330,village/town/city in Lebanon
Arbet Kozhaya,Lebanon,2,Zgharta District,1000,village/town/city in Lebanon
