col0,col1,col2,col3
flag of Foixà,fleur-de-lis,Foixà,3:2
flag of Sant Jaume de Llierca,pale,Sant Jaume de Llierca,3:2
flag of Besalú,patriarchal cross,Besalú,3:2
flag of Vilamalla,saltire,Vilamalla,3:2
flag of Vilabertran,Nordic cross,Vilabertran,3:2
flag of Peralada,chess-rook,Peralada,3:2
flag of Pau,Indian Peafowl,Pau,3:2
flag of Llançà,spear,Llançà,3:2
flag of Cantallops,wolf,Cantallops,3:2
flag of Maçanet de Cabrenys,mace,Maçanet de Cabrenys,3:2
flag of Jesús,pale,Jesús,3:2
flag of Puiggròs,star,Puiggròs,3:2
flag of Miralcamp,sword,Miralcamp,3:2
flag of Fulleda,calvary,Fulleda,3:2
