col0,col1,col2,col3,col4,col5
Fourth Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Fifth Amendment of the Constitution of Ireland,856350,1783604
Thirteenth Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Fourteenth Amendment of the Constitution of Ireland,1659367,2542841
Thirty-First Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Thirty-second Amendment of the Constitution Bill 2013,1061594,3183606
Eighth Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Ninth Amendment of the Constitution of Ireland,1257369,2358651
Eleventh Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,"Twelfth Amendment of the Constitution Bill, 1992",1449731,2542840
Third Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Fourth Amendment of the Constitution of Ireland,1253781,1783604
Eighteenth Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Nineteenth Amendment of the Constitution of Ireland,1510702,2747088
Tenth Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Eleventh Amendment of the Constitution of Ireland,1080400,2461790
Ninth Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Tenth Amendment of the Constitution of Ireland,1098733,2399257
Thirtieth Amendment of the Constitution of Ireland,Amendments to the Constitution of Ireland,Ireland,Thirty-First Amendment of the Constitution of Ireland,1581998,3144828
Twenty-first Amendment of the Constitution of Ireland,referendums in Ireland,Ireland,Twenty-third Amendment of the Constitution of Ireland,983405,2867960
