col0,col1,col2,col3,col4
Hodonín,UTC+01:00,Czech Republic,street number,municipality with town privileges in the Czech Republic
Třebíč,UTC+01:00,Czech Republic,street number,municipality with town privileges in the Czech Republic
Havířov,UTC+01:00,Czech Republic,street number,municipality with town privileges in the Czech Republic
Karlovy Vary,UTC+01:00,Czech Republic,street number,district town
Litoměřice,UTC+01:00,Czech Republic,street number,district town
Hodonín,UTC+01:00,Czech Republic,street number,district town
Třebíč,UTC+01:00,Czech Republic,street number,district town
Karlovy Vary,UTC+01:00,Czech Republic,street number,municipality with authorized municipal office
Litoměřice,UTC+01:00,Czech Republic,street number,municipality with authorized municipal office
Litovel,UTC+01:00,Czech Republic,street number,municipality with authorized municipal office
