col0,col1,col2,col3,col4
1981 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1980 English Badminton Championships,United Kingdom
1978 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1977 English Badminton Championships,United Kingdom
1980 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1979 English Badminton Championships,United Kingdom
1984 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1983 English Badminton Championships,United Kingdom
1988 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1987 English Badminton Championships,United Kingdom
1987 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1986 English Badminton Championships,United Kingdom
2014 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2013 English Badminton Championships,United Kingdom
2009 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2008 English Badminton Championships,United Kingdom
2008 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2007 English Badminton Championships,United Kingdom
1971 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1970 English Badminton Championships,United Kingdom
1969 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1968 English Badminton Championships,United Kingdom
1967 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1966 English Badminton Championships,United Kingdom
1966 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1965 English Badminton Championships,United Kingdom
2013 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2012 English Badminton Championships,United Kingdom
2007 English Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2006 English Badminton Championships,United Kingdom
