col0,col1,col2,col3
Barn eller fjende?,Operation Hannibal,Aarhus University Press,Denmark
The devil's chessboard,geopolitics,Westend Verlag,United States of America
Gone to ground,The Holocaust,S. Fischer Verlag,Germany
Pink Floyd: The Music and the Mystery,Pink Floyd,Omnibus Press,United Kingdom
Mutual Recognition of Judicial Decisions in European Criminal Law,European Union law,Springer International Publishing,Switzerland
European arrest warrant,European Union law,Springer International Publishing,Switzerland
Mutual Recognition of Judicial Decisions in European Criminal Law,criminal law,Springer International Publishing,Switzerland
Rebel Code,open source,Basic Books,United States of America
Never Enough: Donald Trump and the Pursuit of Success,Donald Trump,Thomas Dunne Books,United States of America
The Future of Assisted Suicide and Euthanasia,euthanasia,Princeton University Press,United States of America
The Audubon Society field guide to North American fossils,paleontology,Alfred A. Knopf,United States of America
Hillbilly Elegy,rural sociology,HarperCollins,United States of America
Fear: Trump in the White House,presidency of Donald Trump,Simon & Schuster,United States of America
Sapiens: A Brief History of Humankind,history,Kinneret Zmora-Bitan Dvir,Israel
"The General Theory of Employment, Interest and Money",macroeconomics,Palgrave Macmillan,United Kingdom
