col0,col1,col2,col3,col4,col5,col6
Butte County,United States of America,county of South Dakota,Belle Fourche,10330,1883-01-01,Belle Fourche
Jones County,United States of America,county of South Dakota,Murdo,1001,1916-01-01,Murdo
Hyde County,United States of America,county of South Dakota,Highmore,1391,1873-01-01,Highmore
Hanson County,United States of America,county of South Dakota,Alexandria,3405,1873-01-01,Alexandria
Fall River County,United States of America,county of South Dakota,Hot Springs,6839,1883-01-01,Hot Springs
Hughes County,United States of America,county of South Dakota,Pierre,17508,1880-01-01,Pierre
Hand County,United States of America,county of South Dakota,Miller,3391,1873-01-01,Miller
Jackson County,United States of America,county of South Dakota,Kadoka,3216,1914-01-01,Kadoka
Jerauld County,United States of America,county of South Dakota,Wessington Springs,2066,1883-01-01,Wessington Springs
Faulk County,United States of America,county of South Dakota,Faulkton,2386,1873-01-01,Faulkton
