col0,col1,col2,col3
Uppland,Svealand,Sweden,12676
Medelpad,Norrland,Sweden,7058
Dalsland,Götaland,Sweden,4953
Södermanland,Södermanland County,Sweden,8388
Värmland,Värmland County,Sweden,12813
Södermanland,Västmanland County,Sweden,8388
Närke,Västmanland County,Sweden,4122
Uppland,Västmanland County,Sweden,12676
Småland,Östergötland County,Sweden,29330
Uppland,Uppsala County,Sweden,12676
Medelpad,Västernorrland County,Sweden,7058
Ångermanland,Västernorrland County,Sweden,19444
Lapland,Västerbotten County,Sweden,109702
