col0,col1,col2,col3
Paikuse Rural Municipality,rural municipality of Estonia,Pärnu City,Paikuse
Tabivere Rural Municipality,rural municipality of Estonia,Tartu Rural Municipality,Tabivere
Tarvastu Rural Municipality,former municipality of Estonia,Viljandi Rural Municipality,Mustla
Lihula Rural Municipality,former municipality of Estonia,Lääneranna Rural Municipality,Lihula
Kernu Rural Municipality,former municipality of Estonia,Saue Rural Municipality,Haiba
Padise Rural Municipality,former municipality of Estonia,Lääne-Harju Rural Municipality,Padise
Avinurme Rural Municipality,former municipality of Estonia,Mustvee Rural Municipality,Avinurme
Audru Rural Municipality,former municipality of Estonia,Pärnu City,Audru
Meeksi Rural Municipality,former municipality of Estonia,Räpina Rural Municipality,Meeksi
Albu Rural Municipality,former municipality of Estonia,Järva Rural Municipality,Järva-Madise
Kareda Rural Municipality,former municipality of Estonia,Järva Rural Municipality,Peetri
Roosna-Alliku Rural Municipality,former municipality of Estonia,Paide City,Roosna-Alliku
Paide Rural Municipality,former municipality of Estonia,Paide City,Paide
Koeru Rural Municipality,former municipality of Estonia,Järva Rural Municipality,Koeru
Imavere Rural Municipality,former municipality of Estonia,Järva Rural Municipality,Imavere
