col0,col1,col2,col3
Wild River State Park,1973-01-01,Chisago County,Minnesota state park
Whitewater State Park,1919-01-01,Winona County,Minnesota state park
Tettegouche State Park,1979-01-01,Lake County,Minnesota state park
Split Rock Creek State Park,1937-01-01,Pipestone County,Minnesota state park
Sibley State Park,1919-01-01,Kandiyohi County,Minnesota state park
Scenic State Park,1921-01-01,Itasca County,Minnesota state park
Savanna Portage State Park,1961-01-01,Aitkin County,Minnesota state park
Sakatah Lake State Park,1963-01-01,Rice County,Minnesota state park
Old Mill State Park,1937-01-01,Marshall County,Minnesota state park
Nerstrand-Big Woods State Park,1945-01-01,Rice County,Minnesota state park
Myre-Big Island State Park,1947-01-01,Freeborn County,Minnesota state park
Mille Lacs Kathio State Park,1957-01-01,Mille Lacs County,Minnesota state park
McCarthy Beach State Park,1945-01-01,St. Louis County,Minnesota state park
Maplewood State Park,1963-01-01,Otter Tail County,Minnesota state park
Lake Shetek State Park,1937-01-01,Murray County,Minnesota state park
