col0,col1,col2,col3,col4,col5,col6
Neural Crest Cell Migration in Cancer,Friederike Ehrhart,signaling pathway,biological pathway,Homo sapiens,Neural Crest Cell Migration in Cancer,cancer
"Cerebral Organic Acidurias, including diseases",Egon Willighagen,disease pathway,biological pathway,Homo sapiens,"Cerebral Organic Acidurias, including diseases",organic acidemia
Pathways Regulating Hippo Signaling,Alexander R. Pico,Hippo signaling pathway,biological pathway,Homo sapiens,Pathways Regulating Hippo Signaling,mesothelioma
"Metabolic pathway of LDL, HDL and TG, including diseases",Egon Willighagen,disease pathway,biological pathway,Homo sapiens,"Metabolic pathway of LDL, HDL and TG, including diseases",Tangier disease
Hippo-Merlin Signaling Dysregulation,Alexander R. Pico,Hippo signaling pathway,biological pathway,Homo sapiens,Hippo-Merlin Signaling Dysregulation,mesothelioma
"Gamma-Glutamyl Cycle for the biosynthesis and degradation of glutathione, including diseases",Egon Willighagen,cellular amino acid metabolic process,biological pathway,Homo sapiens,"Gamma-Glutamyl Cycle for the biosynthesis and degradation of glutathione, including diseases",hemolytic anemia
FABP4 in ovarian cancer,Friederike Ehrhart,microRNA pathway,biological pathway,Homo sapiens,FABP4 in ovarian cancer,ovarian cancer
Ciliary landscape,Friederike Ehrhart,transport pathway,biological pathway,Homo sapiens,Ciliary landscape,ciliopathy
Lamin A-processing pathway,Egon Willighagen,disease pathway,biological pathway,Homo sapiens,Lamin A-processing pathway,disease
Pyrimidine metabolism and related diseases,Egon Willighagen,disease pathway,biological pathway,Homo sapiens,Pyrimidine metabolism and related diseases,orotic aciduria
The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome,Friederike Ehrhart,disease pathway,biological pathway,Homo sapiens,The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome,progeria
