col0,col1,col2,col3,col4,col5,col6,col7
krypton-98,isotope of krypton,krypton,0,36,807128,97.95243,rubidium-97
krypton-97,isotope of krypton,krypton,1.5,36,802176.808,96.949088784,rubidium-96
krypton-96,isotope of krypton,krypton,0,36,799761.696,95.943016618,rubidium-95
krypton-94,isotope of krypton,krypton,0,36,791887.114,93.934140454,rubidium-93
krypton-93,isotope of krypton,krypton,0.5,36,786604.044,92.931147174,rubidium-92
krypton-92,isotope of krypton,krypton,0,36,783166.008,91.926173094,rubidium-91
krypton-90,isotope of krypton,krypton,0,36,773213.31,89.91952793,rubidium-90
krypton-88,isotope of krypton,krypton,0,36,761802.712,87.914447881,rubidium-88
krypton-87,isotope of krypton,krypton,2.5,36,754749.621,86.913354759,rubidium-87
krypton-81,isotope of krypton,krypton,3.5,36,703308.42,80.916589714,bromine-81
