col0,col1,col2,col3
2002 All England Badminton Championships,open championship,2002 All England Badminton Championships – Mixed doubles,badminton
1997 All England Badminton Championships,open championship,1997 All England Badminton Championships – Mixed doubles,badminton
1996 All England Badminton Championships,open championship,1996 All England Badminton Championships – Mixed doubles,badminton
1995 All England Badminton Championships,open championship,1995 All England Badminton Championships – Mixed doubles,badminton
1994 All England Badminton Championships,open championship,1994 All England Badminton Championships – Mixed doubles,badminton
1993 All England Badminton Championships,open championship,1993 All England Badminton Championships – Mixed doubles,badminton
1992 All England Badminton Championships,open championship,1992 All England Badminton Championships – Mixed doubles,badminton
1991 All England Badminton Championships,open championship,1991 All England Badminton Championships – Mixed doubles,badminton
1990 All England Badminton Championships,open championship,1990 All England Badminton Championships – Mixed doubles,badminton
1989 All England Badminton Championships,open championship,1989 All England Badminton Championships – Mixed doubles,badminton
