col0,col1,col2,col3,col4,col5,col6
2003 Milan – San Remo,2002 Milan – San Remo,170,road bicycle racing,2003 UCI Road World Cup,Sanremo,297
2006 Milan – San Remo,2005 Milan – San Remo,165,road bicycle racing,2006 UCI ProTour,Sanremo,294
1993 Milan–San Remo,1992 Milan – San Remo,166,road bicycle racing,1993 UCI Road World Cup,Sanremo,297
2009 Milan – San Remo,2008 Milan – San Remo,162,road bicycle racing,2009 UCI World Ranking,Sanremo,298
2011 Milan – San Remo,2010 Milan – San Remo,156,road bicycle racing,2011 UCI World Tour,Sanremo,298
2012 Milan – San Remo,2011 Milan – San Remo,149,road bicycle racing,2012 UCI World Tour,Sanremo,298
2000 Milan – San Remo,1999 Milan – San Remo,181,road bicycle racing,2000 UCI Road World Cup,Sanremo,294
2007 Milan – San Remo,2006 Milan – San Remo,160,road bicycle racing,2007 UCI ProTour,Sanremo,294
1996 Milan–San Remo,1995 Milan–San Remo,175,road bicycle racing,1996 UCI Road World Cup,Sanremo,294
2002 Milan – San Remo,2001 Milan – San Remo,170,road bicycle racing,2002 UCI Road World Cup,Sanremo,287
1997 Milan–San Remo,1996 Milan–San Remo,165,road bicycle racing,1997 UCI Road World Cup,Sanremo,294
