col0,col1,col2,col3
Romanticism,literary movement,art style,Riemann's Music Dictionary (1901–1904)
Baroque,cultural movement,art style,Ottův slovník naučný
Romanticism,cultural movement,art style,Riemann's Music Dictionary (1901–1904)
ancient Roman architecture,specialty,classical architecture,Brockhaus and Efron Encyclopedic Dictionary
Empire style,art movement,Neoclassical architecture,Armenian Soviet Encyclopedia
Baroque,art movement,art style,Ottův slovník naučný
Romanticism,art movement,art style,Riemann's Music Dictionary (1901–1904)
Art Nouveau,art movement,decorative arts,Armenian Soviet Encyclopedia
neoclassicism,art movement,classicism,Den Store Danske Encyklopædi
ancient Roman architecture,architectural style,classical architecture,Brockhaus and Efron Encyclopedic Dictionary
