col0,col1,col2,col3
Vase,public domain,Lauritz Adolph Hjorth,Cleveland Museum of Art Open Access project
"Vase, 78-5",copyrighted,Rick Dillingham,Cleveland Museum of Art Open Access project
Pot,copyrighted,Claude Conover,Cleveland Museum of Art Open Access project
Ceramic Form,copyrighted,Claude Conover,Cleveland Museum of Art Open Access project
Bottle,copyrighted,Howard Kottler,Cleveland Museum of Art Open Access project
Bowl,copyrighted,Toshiko Takaezu,Cleveland Museum of Art Open Access project
Blackware Olla,copyrighted,Maria Martinez,Cleveland Museum of Art Open Access project
Vase,copyrighted,Georges de Feure,Cleveland Museum of Art Open Access project
Plate with the Arms of the Pucci Family,public domain,Francesco Xanto Avelli,Cleveland Museum of Art Open Access project
Plate with the Arms of the Pucci Family,public domain,Francesco Xanto Avelli,Cleveland Museum of Art Open Access project
Cocktails and Cigarettes Punch Bowl,copyrighted,Viktor Schreckengost,Cleveland Museum of Art Open Access project
Plate with the Arms of the Vigeri Family,public domain,Giorgio Andreoli,Cleveland Museum of Art Open Access project
Plate Depicting Three Graces,public domain,Giorgio Andreoli,Cleveland Museum of Art Open Access project
Plate,public domain,Giorgio Andreoli,Cleveland Museum of Art Open Access project
