col0,col1,col2,col3,col4,col5,col6,col7
Pike County,"National Register of Historic Places listings in Pike County, Georgia",Zebulon,Pike County,United States of America,568,Zebulon,Upson County
Laurens County,"National Register of Historic Places listings in Laurens County, Georgia",Dublin,Laurens County,United States of America,2120,Dublin,Wheeler County
Pike County,"National Register of Historic Places listings in Pike County, Georgia",Zebulon,Pike County,United States of America,568,Zebulon,Lamar County
Lincoln County,"National Register of Historic Places listings in Lincoln County, Georgia",Lincolnton,Lincoln County,United States of America,666,Lincolnton,Wilkes County
Laurens County,"National Register of Historic Places listings in Laurens County, Georgia",Dublin,Laurens County,United States of America,2120,Dublin,Bleckley County
Fulton County,"National Register of Historic Places listings in Fulton County, Georgia",Atlanta,Fulton County,United States of America,1385,Atlanta,Douglas County
Laurens County,"National Register of Historic Places listings in Laurens County, Georgia",Dublin,Laurens County,United States of America,2120,Dublin,Wilkinson County
Fulton County,"National Register of Historic Places listings in Fulton County, Georgia",Atlanta,Fulton County,United States of America,1385,Atlanta,Cobb County
Laurens County,"National Register of Historic Places listings in Laurens County, Georgia",Dublin,Laurens County,United States of America,2120,Dublin,Johnson County
Lincoln County,"National Register of Historic Places listings in Lincoln County, Georgia",Lincolnton,Lincoln County,United States of America,666,Lincolnton,Columbia County
Laurens County,"National Register of Historic Places listings in Laurens County, Georgia",Dublin,Laurens County,United States of America,2120,Dublin,Dodge County
Fulton County,"National Register of Historic Places listings in Fulton County, Georgia",Atlanta,Fulton County,United States of America,1385,Atlanta,Coweta County
Laurens County,"National Register of Historic Places listings in Laurens County, Georgia",Dublin,Laurens County,United States of America,2120,Dublin,Emanuel County
Lee County,"National Register of Historic Places listings in Lee County, Georgia",Leesburg,Lee County,United States of America,938,Leesburg,Sumter County
