col0,col1,col2,col3,col4,col5,col6
Paldiski City,Lääne-Harju Rural Municipality,Harju County,Estonia,2017-01-01,Norrtälje Municipality,former municipality of Estonia
Elva City,Elva Rural Municipality,Tartu County,Estonia,2017-01-01,Salo,former municipality of Estonia
Kunda City,Viru-Nigula Rural Municipality,Lääne-Viru County,Estonia,2017-01-01,Gdynia,former municipality of Estonia
Kärdla City,Hiiu Rural Municipality,Hiiu County,Estonia,2013-01-01,Norrtälje Municipality,former municipality of Estonia
Mustvee City,Mustvee Rural Municipality,Jõgeva County,Estonia,2017-01-01,Sunne Municipality,former municipality of Estonia
Valga City,Valga Rural Municipality,Valga County,Estonia,2017-01-01,Radviliškis,former municipality of Estonia
Mõisaküla City,Mulgi Rural Municipality,Viljandi County,Estonia,2017-01-01,Mikkeli,former municipality of Estonia
Saue City,Saue Rural Municipality,Harju County,Estonia,2017-01-01,Sollentuna Municipality,former municipality of Estonia
Kuressaare City,Saaremaa Rural Municipality,Saare County,Estonia,2017-01-01,Mariehamn,former municipality of Estonia
Põlva City,Põlva Rural Municipality,Põlva County,Estonia,2013-10-26,Vårgårda Municipality,former municipality of Estonia
Paldiski City,Lääne-Harju Rural Municipality,Harju County,Estonia,2017-01-01,Norrtälje Municipality,city
Elva City,Elva Rural Municipality,Tartu County,Estonia,2017-01-01,Salo,city
Kunda City,Viru-Nigula Rural Municipality,Lääne-Viru County,Estonia,2017-01-01,Gdynia,city
Kärdla City,Hiiu Rural Municipality,Hiiu County,Estonia,2013-01-01,Norrtälje Municipality,city
Mustvee City,Mustvee Rural Municipality,Jõgeva County,Estonia,2017-01-01,Sunne Municipality,city
