col0,col1,col2,col3,col4,col5
Qonliko‘l District,900,65,Shumanay District,1970-01-01,district of Uzbekistan
Amudaryo District,1020,83,Xo‘jayli District,1957-01-01,district of Uzbekistan
Taxtako‘pir District,21100,65,Ellikqala District,1930-01-01,district of Uzbekistan
Beruniy District,4100,133,Ellikqala District,1930-01-01,district of Uzbekistan
To‘raqo‘rg‘on District,330,612,Mingbuloq District,1936-01-01,district of Uzbekistan
Kosonsoy District,510,965,Yangiqoʻrgʻon District,1926-01-01,district of Uzbekistan
Uchqoʻrgʻon District,2900,490,Norin District,1935-01-01,district of Uzbekistan
Namangan District,250,397,Mingbuloq District,1926-01-01,district of Uzbekistan
Chortoq District,360,785,Yangiqoʻrgʻon District,1950-01-01,district of Uzbekistan
Uychi District,3098,439,Norin District,1935-01-01,district of Uzbekistan
Pop District,2941,420,Mingbuloq District,1926-01-01,district of Uzbekistan
Amudaryo District,1020,83,Beruniy District,1957-01-01,district of Uzbekistan
Taxtako‘pir District,21100,65,Beruniy District,1930-01-01,district of Uzbekistan
Beruniy District,4100,133,Taxtako‘pir District,1930-01-01,district of Uzbekistan
To‘raqo‘rg‘on District,330,612,Pop District,1936-01-01,district of Uzbekistan
